"STATION"    ,        "NAME"            ,"LATITUDE"  ,"LONGITUDE","ELEVATION","DATE", "AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-11-29",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-11-30",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-01",,,,,,,,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-02",,,,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-03",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-05",,,,,,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-06",,,,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-07",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-08",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-09",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-10",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-11",,,,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-12",,,,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-13",,,,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-14",,,,,,,,,,,"0.19",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-15",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-16",,,,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-17",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-18",,,,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-19",,,,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-20",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-21",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-22",,,,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-23",,,,,,,,,,,"0.63",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-24",,,,,,,,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-27",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-28",,,,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-29",,,,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-30",,,,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2017-12-31",,,,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-01",,,,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-02",,,,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-03",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-04",,,,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-05",,,,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-08",,,,,,,,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-09",,,,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-10",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-11",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-12",,,,,,,,,,,"1.20",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-13",,,,,,,,,,,"0.71",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-14",,,,,,,,,,,"0.02",",,N",,,,,"6.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-16",,,,,,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-17",,,,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-18",,,,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-19",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-20",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-21",,,,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-22",,,,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-23",,,,,,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-24",,,,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-25",,,,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-26",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-27",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-28",,,,,,,,,,,"0.27",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-29",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-30",,,,,,,,,,,"0.19",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-01-31",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-01",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-02",,,,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-03",,,,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-04",,,,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-05",,,,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-06",,,,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-07",,,,,,,,,,,"0.34",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-08",,,,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-09",,,,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-10",,,,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-11",,,,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-13",,,,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-14",,,,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-15",,,,,,,,,,,"0.33",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-16",,,,,,,,,,,"0.96",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-17",,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-18",,,,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1PAMR0012","HERMITAGE 2.2 SSW, PA US","41.199416","-80.456453","286.8","2018-02-20",,,"    2",",,N",,,"0.76",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
